,rv5,return
2000-05-31,0.009888561836436313,0.01909071213567756
2000-06-01,0.011501545994517432,0.02011537510378839
2000-06-04,0.009705613102859154,-0.006276341755317722
2000-06-05,0.008138151246598517,-0.006960759460618189
2000-06-06,0.008769015281494486,0.009764168933885226
2000-06-07,0.00792522735049782,-0.0071396483893461475
2000-06-08,0.007517817923608452,-0.0024049755506554216
2000-06-11,0.0076740348205173205,-0.007305107137526136
2000-06-12,0.008801580154211862,0.015204020772672444
2000-06-13,0.009023074383415389,0.0008775958520289089
2000-06-14,0.00899208511178775,0.00515475547427853
2000-06-15,0.007220834970539301,-0.00815127766715391
2000-06-18,0.007394090489476931,0.013683347339064034
2000-06-19,0.009514737523531156,-0.006770853926507135
2000-06-20,0.00866809038378582,0.0017325162358009158
2000-06-21,0.009675084880438006,-0.017867790583841144
2000-06-22,0.008941879674633495,-0.0074898953738555055
2000-06-25,0.008397541990185635,0.00931928159558348
2000-06-26,0.006750180004747562,-0.002449109982490163
2000-06-27,0.00818036857551401,0.002572782223726281
2000-06-28,0.011666871773273246,-0.008971455225245924
2000-06-29,0.008033222329753977,0.006288459669728095
2000-07-02,0.004505849624909646,0.0028959507910714796
2000-07-04,0.008044171984716674,-0.006214923370180225
2000-07-05,0.00764217849577571,0.006812329820023752
2000-07-06,0.006636190553282546,0.015422123719631963
2000-07-09,0.006230969863536879,-0.0019893098109150615
2000-07-10,0.008945685950363231,0.002529934380601653
2000-07-11,0.0075446560662768645,0.008697549506055953
2000-07-12,0.005853001061065759,0.0016729685703404365
2000-07-13,0.006038001779246657,0.008429204396496299
2000-07-16,0.005089064970859176,0.0014244686325760095
2000-07-17,0.006574211641983774,-0.010736651667520504
2000-07-18,0.007191666240646127,-0.007402117396689667
2000-07-19,0.009421379585300335,0.008632722153381922
2000-07-20,0.006588880351631717,-0.010407417361554042
2000-07-23,0.007518937602935231,-0.010523697144028302
2000-07-24,0.010096769994953831,0.005832269503596874
2000-07-25,0.009692779176855655,-0.011314360399708914
2000-07-26,0.01229524184934969,-0.005022474041673483
2000-07-27,0.012636472662891333,-0.021106535325582577
2000-07-30,0.010167893660881786,0.00820832592632583
2000-07-31,0.009099845409738854,0.0043503791526619245
2000-08-01,0.008837118489909717,0.0009665027609317527
2000-08-02,0.010667993702238487,0.00926976621915779
2000-08-03,0.008660912738629394,0.006677511798394535
2000-08-06,0.006722062106705204,0.011587867336237455
2000-08-07,0.006787624991470168,0.002599657769266956
2000-08-08,0.00736836675255713,-0.006155572286512948
2000-08-09,0.0064949815395287614,-0.009318690023070538
2000-08-10,0.00783604505210002,0.007505391326953015
2000-08-13,0.005968965173621881,0.013322411649526527
2000-08-14,0.0058364695713319275,-0.0035950111794619023
2000-08-15,0.0061285840490895045,-0.003526912350841808
2000-08-16,0.006637353898405087,0.010463418391184998
2000-08-17,0.005636911082782378,-0.002389471404063404
2000-08-20,0.006339207483670873,0.004413040319881429
2000-08-21,0.006078945111307964,-0.0003269663887664477
2000-08-22,0.00600962314302882,0.005052684372644601
2000-08-23,0.004620006281755199,0.001572499502950316
2000-08-24,0.004792832849226572,-0.0010613318055839008
2000-08-27,0.005864206215776608,0.0055528673029139955
2000-08-28,0.005857369822200815,-0.003080383186674758
2000-08-29,0.005003418803005561,-0.004665044907961799
2000-08-30,0.006372020212596136,0.009888161260822505
2000-08-31,0.007313889923670037,0.0014347110334140053
2000-09-04,0.0058976498097378415,-0.008679107842763852
2000-09-05,0.007440681193983686,-0.009846516470537373
2000-09-06,0.006509774327463088,0.006677152307687528
2000-09-07,0.006814280407370319,-0.006355628281044439
2000-09-10,0.008589981569982126,-0.002863861326455617
2000-09-11,0.007203003438912896,-0.005104147586562565
2000-09-12,0.009636889585975451,0.002110808049489874
2000-09-13,0.007064023206398979,-0.0025834840119140804
2000-09-14,0.007220166089179791,-0.009725781912796171
2000-09-17,0.008298776013799691,-0.014841043292702149
2000-09-18,0.009819519032861834,0.010452912891762874
2000-09-19,0.01168711596502747,-0.0059016271899269305
2000-09-20,0.011160728561702414,-0.001468788513750329
2000-09-21,0.01050472983693536,-0.0007386569895590175
2000-09-24,0.008283831305875296,-0.005915086821279126
2000-09-25,0.010337248290139886,-0.0076918896519804405
2000-09-26,0.011560507542275122,-0.0013940701744588968
2000-09-27,0.00951865681774422,0.02287033665143095
2000-09-28,0.01111645155348594,-0.01568266928001111
2000-10-01,0.010065176900730558,-0.000898250560875167
2000-10-02,0.009216357610360342,-0.007046811968565573
2000-10-03,0.01304701062818606,0.006426618016133954
2000-10-04,0.009892868473364482,0.0012748128692238161
2000-10-05,0.012899107888687497,-0.019905527286739517
2000-10-08,0.009578478399107518,-0.004576862487556645
2000-10-09,0.01287468058322225,-0.011408359186678594
2000-10-10,0.019428300447851838,-0.016017567149484005
2000-10-11,0.023434035412664204,-0.025796238020767474
2000-10-12,0.013314965735254447,0.032781813068566305
2000-10-15,0.00967268678639211,0.00025482437278179855
2000-10-16,0.011961258185408424,-0.017492515115182853
2000-10-17,0.026074800559716654,-0.006182721505974132
2000-10-18,0.016478946611176336,0.034593308311746764
2000-10-19,0.009767664148836194,0.00524275834598935
2000-10-22,0.009744882526095053,0.0001862224073911434
2000-10-23,0.01118338101523864,0.0011380677698626818
2000-10-24,0.014430897652467778,-0.023472418779034998
2000-10-25,0.017332543478208846,-0.0012457682137577105
2000-10-26,0.014846985995312315,0.011286949668249906
2000-10-30,0.011349489592003686,0.013960462736853337
2000-10-31,0.008903583915236454,0.021481560916618597
2000-11-01,0.010292268451949745,-0.00590257924230246
2000-11-02,0.007931914684515323,0.005279576418639135
2000-11-03,0.008030952131277741,-0.0008896766577369992
2000-11-06,0.005838953328806285,0.0037355239588048924
2000-11-07,0.0070038498855800515,0.00017454261153087086
2000-11-08,0.011089550762767623,-0.016520342919176874
2000-11-09,0.018462651268249638,-0.006972590255754925
2000-11-10,0.012794505338855426,-0.023319001329867545
2000-11-13,0.01959615645349873,-0.011463256624589252
2000-11-14,0.013870728506246526,0.02320880349014592
2000-11-15,0.011595713572911328,0.0043215621971276225
2000-11-16,0.009892372067142288,-0.011286793363164075
2000-11-17,0.016308183923693036,-0.0034497505248569944
2000-11-20,0.01111871248112838,-0.019423959273938175
2000-11-21,0.011595388439547853,0.0030940894896052873
2000-11-22,0.015554513097554677,-0.018293718595375704
2000-11-24,0.007617321029423015,0.014715311667209111
2000-11-27,0.014595386353981863,0.006300122620688803
2000-11-28,0.01165072856769052,-0.011066376470260968
2000-11-29,0.013784172344468128,0.0048631361041726945
2000-11-30,0.018731233854340723,-0.02101060006235636
2000-12-01,0.013374406323646669,0.0004489098793711175
2000-12-04,0.014287052454197821,0.008061199337939641
2000-12-05,0.011001790850220704,0.037209461614097855
2000-12-06,0.013490623554528531,-0.018046661564194558
2000-12-07,0.009010235870684773,-0.005046505251631395
2000-12-08,0.014352323250296449,0.0197870175765176
2000-12-11,0.009496901656004041,0.007970022172783035
2000-12-12,0.00814960253383396,-0.008261837484944065
2000-12-13,0.014060108829095173,-0.008073185633564331
2000-12-14,0.011952159731864363,-0.01388026491510014
2000-12-15,0.013636033861940943,-0.012616830215615531
2000-12-18,0.012557801651443616,-0.0012470384456816105
2000-12-19,0.018146479948739372,-0.012709842620297791
2000-12-20,0.022866971546096786,-0.03162195802884967
2000-12-21,0.01541895627969027,0.007152396364418001
2000-12-22,0.011867853265523635,0.024347006073828382
2000-12-26,0.008994462927761602,0.007889436780184873
2000-12-27,0.009441141215487734,0.010034679737207487
2000-12-28,0.007711384780589917,0.003440120566948245
2000-12-29,0.009556305452503619,-0.010750116719428
2001-01-02,0.014230511606052678,-0.028740570787929645
2001-01-03,0.03166323716231491,0.04997807729449827
2001-01-04,0.012609648475671318,-0.01089987999634703
2001-01-05,0.015626410060855307,-0.026051095164871568
2001-01-08,0.009083374909926441,-0.0073722939080563595
2001-01-09,0.01257514947453906,0.00864188130884948
2001-01-10,0.013632927179553186,0.009596547288108073
2001-01-11,0.009702847684998177,0.01033483460304725
2001-01-12,0.010714717038494297,-0.006048527482742786
2001-01-16,0.009033633100566494,0.005339719381703323
2001-01-17,0.012839147532605113,0.0021926611178666546
2001-01-18,0.009460516433588544,0.014689006228773633
2001-01-19,0.010273254632783129,-0.004236601600744913
2001-01-22,0.009778241533363706,0.00031278392843523073
2001-01-23,0.008327562146450525,0.012380324701340806
2001-01-24,0.00909089738700364,0.003076778641305205
2001-01-25,0.008458594039696036,-0.004497196836267161
2001-01-26,0.008556387940495586,-0.0021012050949244894
2001-01-29,0.006620725037461154,0.007243397739091293
2001-01-30,0.007458677309014334,0.006580052150100683
2001-01-31,0.010581804390320207,-0.005928149707283776
2001-02-01,0.008550787820089287,0.004398373411863886
2001-02-02,0.008309738159132067,-0.01688743756690994
2001-02-05,0.007223861955595213,0.003973618071326827
2001-02-06,0.0066299033463418,-0.0014559001621997096
2001-02-07,0.009708358232420366,-0.00839975974222904
2001-02-08,0.007560785384801965,-0.006254509256648112
2001-02-09,0.007779038508201666,-0.012901260576572482
2001-02-12,0.00825265610541817,0.01089543776114211
2001-02-13,0.008518713770274319,-0.009148420537850708
2001-02-14,0.009214113762148663,-0.0009187024923446302
2001-02-15,0.008688592969627458,0.007597521202810075
2001-02-16,0.008836294923366671,-0.01904167122196578
2001-02-20,0.00898563271110104,-0.01774403263029381
2001-02-21,0.011284150043135726,-0.018893139550854584
2001-02-22,0.018716577573851475,-0.0019945435917668977
2001-02-23,0.018020365875780656,-0.005252676442969336
2001-02-26,0.0112968113363462,0.01716858936029304
2001-02-27,0.009069119371444782,-0.0073184967379506475
2001-02-28,0.014707242978138356,-0.014210868701718511
2001-03-01,0.01641704478610569,0.0006529125369478346
2001-03-02,0.01697264778624714,0.005664827024785014
2001-03-05,0.00890613992062064,-0.005527850105181839
2001-03-06,0.012201606272618373,0.010004813253033252
2001-03-07,0.011410632662039384,0.006234265601502102
2001-03-09,0.014389203363946178,-0.023370646322371055
2001-03-12,0.01774522343992884,-0.04435808046954197
2001-03-13,0.015844897412132398,0.01532042288890895
2001-03-14,0.030123918771816527,-0.026151808151773783
2001-03-15,0.01275674626697576,0.005779967526115284
2001-03-16,0.014891318850894302,-0.01943848060241297
2001-03-19,0.01128439581497388,0.01750129761558367
2001-03-20,0.01662567281826513,-0.02462876230496148
2001-03-22,0.02362080137179939,-0.022300952089091698
2001-03-23,0.016990903764544135,0.020057128234380255
2001-03-25,0.014140329848062244,0.011169108195509548
2001-03-26,0.011208455518669821,0.025360542855528162
2001-03-27,0.017142671416059983,-0.024978813791768417
2001-03-28,0.015597940287711066,-0.004782118806268281
2001-03-29,0.015365579643898892,0.01002479886533008
2001-04-01,0.003910252616328477,0.002852011910907156
2001-04-02,0.01643366034394042,-0.05025952853667
2001-04-03,0.01911556007562949,-0.002981087268307847
2001-04-04,0.016819852709432388,0.042392477031853365
2001-04-05,0.020200851862730938,-0.019391821890937785
2001-04-08,0.012262248868988102,0.008319177561999543
2001-04-09,0.012518433536389447,0.02678743219402244
2001-04-10,0.013054900732292068,-0.0016881980143343292
2001-04-11,0.012823932193130156,0.01422159898239015
2001-04-15,0.010964565732440113,-0.003498298889899961
2001-04-16,0.013295148699582116,0.010466792046425045
2001-04-17,0.010274258749272378,0.017058994797487074
2001-04-18,0.009890083017114937,0.03405122953838471
2001-04-19,0.010286044152880154,-0.008710514436573797
2001-04-22,0.00854042587785214,-0.015360961233958652
2001-04-23,0.009914644114127073,-0.011309678605110078
2001-04-24,0.010729903372724286,0.015721492440782858
2001-04-25,0.009414918382229694,0.004789320062051908
2001-04-26,0.010045691889860051,0.013912456709623974
2001-04-29,0.008914350241910798,-0.0023587085218861174
2001-04-30,0.009754959981658203,0.01331147695325879
2001-05-01,0.010294397213387483,0.0006869948982474006
2001-05-02,0.011113886301559864,-0.01459903159121715
2001-05-03,0.013091848168841557,0.014441143501966507
2001-05-06,0.009239119977809363,-0.0032026091053952753
2001-05-07,0.008264476937664205,-0.0012204788327478894
2001-05-08,0.011177738699531314,-0.004610024617451622
2001-05-09,0.010872410036739784,0.0002628654741337226
2001-05-10,0.008782552131242108,-0.008446158282148205
2001-05-13,0.00608429403897149,0.0027992911774090703
2001-05-14,0.00981162869247915,0.00028029936155122675
2001-05-15,0.010182382399173585,0.028481339144177848
2001-05-16,0.009594909893544728,0.0031004403524958982
2001-05-17,0.007293844601742431,0.002270658730133769
2001-05-20,0.007939998700869491,0.01598805413332606
2001-05-21,0.00807487696306652,-0.003013693595033229
2001-05-22,0.008643335997868925,-0.015283812488928374
2001-05-23,0.008442842282978369,0.003129650546567288
2001-05-24,0.0068455189329952185,-0.011380156031251613
2001-05-28,0.007326075847068818,-0.00814561269535372
2001-05-29,0.008568102816148082,-0.01589183658958415
2001-05-30,0.008468334345446056,0.006095606962614174
2001-05-31,0.008781795924654306,0.004378948342482977
2001-06-03,0.006774551790009919,0.004588797165690898
2001-06-04,0.007590765280979989,0.013096172117067055
2001-06-05,0.009091528029744389,-0.010793894842754247
2001-06-06,0.007896844097331643,0.0056699644588957395
2001-06-07,0.006652920249209952,-0.009528490146425194
2001-06-10,0.006220961854541804,-0.008407580577386194
2001-06-11,0.010674574150756554,0.0013146207619471975
2001-06-12,0.007155893432665253,-0.011451209781591221
2001-06-13,0.009363494273979747,-0.0178527560703421
2001-06-14,0.013047908338503915,-0.004610215542629973
2001-06-17,0.009028488773064681,-0.004590193648349808
2001-06-18,0.014545261150869722,0.003147709358283375
2001-06-19,0.009586288342849145,0.00883646085158655
2001-06-20,0.009107502767656235,0.010678066871765302
2001-06-21,0.008233288919731834,-0.009387069356162578
2001-06-24,0.0078011909708323186,-0.004845755948013459
2001-06-25,0.010439165430722899,-0.0016752761142746922
2001-06-26,0.010140203366649014,-0.0040189471430531745
2001-06-27,0.010452843126202555,0.011560158437279483
2001-06-28,0.0073614343181553615,0.001564971057709437
2001-07-01,0.006894867227962204,0.0068666314201258835
2001-07-02,0.004600405721955347,-0.0014813438414094371
2001-07-04,0.007333344759104941,-0.012373207754990448
2001-07-05,0.010545105765187943,-0.023433840027442615
2001-07-08,0.007302171248980798,0.0060520255538356145
2001-07-09,0.008800973901917083,-0.014568240871613647
2001-07-10,0.011592038238894832,-0.0006183480140948233
2001-07-11,0.007297188803925043,0.023530497410194036
2001-07-12,0.0075605869443058455,0.005875283020507536
2001-07-15,0.008416975530821073,-0.010811720979290418
2001-07-16,0.00878216518698229,0.009823920237143494
2001-07-17,0.009675204861954407,-0.005781699732131271
2001-07-18,0.010970590754102534,0.005855818643605468
2001-07-19,0.007122126439522897,-0.0029690498590334478
2001-07-22,0.009612966189417713,-0.016354901596517066
2001-07-23,0.010632327837073121,-0.016771970364489252
2001-07-24,0.010279914518078446,0.016041267807694354
2001-07-25,0.008586644485347354,0.010771886933157641
2001-07-26,0.007501029548643626,0.002324636369681914
2001-07-29,0.007304412418834118,-0.0011948523206856796
2001-07-30,0.007352405776534379,0.005283043654650454
2001-07-31,0.007173735769708639,0.00378362120621395
2001-08-01,0.007155118843759759,0.004088977788744525
2001-08-02,0.008915159414911698,-0.005126194190724223
2001-08-05,0.006278940525848823,-0.011339332890399179
2001-08-06,0.006438454617615185,0.002462666080922811
2001-08-07,0.009066807315366441,-0.017046152989308515
2001-08-08,0.009893873743811774,-0.00020287919458923364
2001-08-09,0.010561091558641086,0.005967701187575348
2001-08-12,0.006777484229097268,0.0010331403763876698
2001-08-13,0.007797940229953215,-0.0038018382070222514
2001-08-14,0.00834815399902357,-0.007163396821968852
2001-08-15,0.010441277416628677,0.0027039299721302226
2001-08-16,0.009731332208489698,-0.017134860990234025
2001-08-19,0.006448798190475354,0.008283928962574658
2001-08-20,0.003055609392089249,0.005212914590998101
2001-08-21,0.005720318221921364,-0.016489373092537694
2001-08-22,0.0059609788756189615,0.003681181444048175
2001-08-23,0.008863029807163959,0.019176615058792448
2001-08-26,0.006753617544117108,-0.00428914709775625
2001-08-27,0.008842283640972512,-0.015102620741855262
2001-08-28,0.009070749847995866,-0.011495971480110086
2001-08-29,0.012020600445984386,-0.017274134771700707
2001-08-30,0.011153797905556654,0.00477205546852395
2001-09-03,0.012057426240413002,-0.0017736055157359135
2001-09-04,0.015658115585312302,-0.0012018382500002442
2001-09-05,0.016181745104994084,-0.022254433262155218
2001-09-06,0.01629356219259619,-0.018377100259018515
2001-09-09,0.007464400379706417,0.006105333342455198
2001-09-16,0.02286775053405997,-0.05025617315797264
2001-09-17,0.009958876488945563,-0.006382271093325208
2001-09-18,0.020719030370748532,-0.015708074839484776
2001-09-19,0.021356813417385094,-0.031455137124878935
2001-09-20,0.033324498967096265,-0.01893279592466854
2001-09-23,0.02382988803825985,0.0372645800941815
2001-09-24,0.013286354817970202,0.00903151267461676
2001-09-25,0.01130760757437222,-0.0056574854773993365
2001-09-26,0.013519505979250869,0.011921540943984755
2001-09-27,0.0136742720004028,0.020764748655406534
2001-09-30,0.01100488983002556,-0.0018095545542076365
2001-10-01,0.010955016950009708,0.012027685766998577
2001-10-02,0.015093915850070186,0.01992300517087179
2001-10-03,0.01398066430156307,-0.0022326129433190654
2001-10-04,0.013888236500506463,0.0013084114016135016
2001-10-08,0.009581596681366118,-0.01295362206180971
2001-10-09,0.010943575566102698,0.022768009655820143
2001-10-10,0.012538544045781393,0.014479500453912329
2001-10-11,0.01857601489092857,-0.005273536297344302
2001-10-14,0.010249914970574146,-0.001357150925395725
2001-10-15,0.010592525901266421,0.006986129364603491
2001-10-16,0.015672773780572472,-0.01918190911791187
2001-10-17,0.010972243411308372,-0.007271606709930719
2001-10-18,0.008684206687814328,0.003931369601831869
2001-10-21,0.00918641424567308,0.015407542312956204
2001-10-22,0.011352000104342846,-0.004626891087563835
2001-10-23,0.0033217133688618135,-0.003093447595157648
2001-10-24,0.01681186903330501,0.01689220061506049
2001-10-25,0.011706550654056899,0.004454997001934702
2001-10-29,0.011430604558333737,-0.023801050237499215
2001-10-30,0.012962651742911249,-0.017847761587206645
2001-10-31,0.012422879060467424,0.0003397155858322441
2001-11-01,0.014013852650895114,0.022114473534400252
2001-11-02,0.011565653403158854,0.003151205040151158
2001-11-05,0.011704916527724579,0.01414952061009329
2001-11-06,0.011449216569835684,0.01451545439887266
2001-11-07,0.008003075842561285,-0.002524146308445731
2001-11-08,0.011987479548553982,0.002506266976059537
2001-11-09,0.01117232972718761,0.0012150669781680898
2001-11-12,0.01829925241205225,-0.0016442668846102359
2001-11-13,0.010790901660102365,0.01843174144935572
2001-11-14,0.007244981797466692,0.0020086580764750233
2001-11-15,0.00918158920979426,1.752510471303874e-05
2001-11-16,0.008744154936111002,-0.0027200634488121402
2001-11-19,0.007220223556567588,0.010931744632856673
2001-11-20,0.008025894491402712,-0.006976934741260784
2001-11-21,0.007954642329799342,-0.005080094628225367
2001-11-23,0.004440988261913287,0.011796270908569342
2001-11-26,0.007389023000797095,0.005954384778490338
2001-11-27,0.012422609993837848,-0.006850173327944291
2001-11-28,0.011030394926248108,-0.018095234323682586
2001-11-29,0.009243116053842487,0.009672218837155926
2001-11-30,0.006878856267324882,-0.0002632687462553884
2001-12-03,0.010120759082351482,-0.008709274658604372
2001-12-04,0.006534534650122012,0.013306500781604143
2001-12-05,0.00948098936255412,0.022443733681639513
2001-12-06,0.007402852242672678,-0.0031229303898901487
2001-12-07,0.008786273375151999,-0.00803597262472527
2001-12-10,0.007822103965419516,-0.015338044422262014
2001-12-11,0.007827184468711345,-0.003162919197336766
2001-12-12,0.009275110133753388,6.159667379908281e-05
2001-12-13,0.010917401138641009,-0.01589390442447947
2001-12-14,0.008933269349078756,0.00438004438001377
2001-12-17,0.007284097758427766,0.00960259666402211
2001-12-18,0.008227663351852177,0.007614484040640982
2001-12-19,0.008872895951300263,0.00581006441218219
2001-12-20,0.006243405483426372,-0.008096220156925949
2001-12-21,0.007076453048661864,0.004636928693192829
2001-12-24,0.0025665336361865394,-0.0008732481015996487
2001-12-26,0.006427125618848966,0.005158558332492081
2001-12-27,0.004855552066524114,0.005296360847633117
2001-12-28,0.005639983421131475,0.003150614817606724
2001-12-31,0.006163867474927174,-0.01064830692340757
2002-01-02,0.009663503840276321,0.005117367171306553
2002-01-03,0.0068344354850754935,0.009487491708282206
2002-01-04,0.00973131192682555,0.006263979612030873
2002-01-07,0.006553785908915983,-0.006830697813700339
2002-01-08,0.0073982051498665945,-0.0035535936828229556
2002-01-09,0.00949436598804904,-0.0046135186843923705
2002-01-10,0.00703369027763819,0.0014710338827138545
2002-01-11,0.007716556977686168,-0.009495872958840168
2002-01-14,0.006017368993248478,-0.006269777716983845
2002-01-15,0.007857175734878792,0.006889364533497564
2002-01-16,0.008824225843887944,-0.01635949166146194
2002-01-17,0.0059231353466617075,0.004371108140991979
2002-01-18,0.005346062211081012,-0.004459789712132938
2002-01-22,0.007644223625786742,-0.007334517418777939
2002-01-23,0.007478331794858309,0.00789308006546025
2002-01-24,0.007349080341471448,0.0033360058192804416
2002-01-25,0.007011545155735082,0.0008212319823636947
2002-01-28,0.003145897833672176,0.00013239363294209171
2002-01-29,0.010426777690350936,-0.028539605279397084
2002-01-30,0.017178559244011123,0.011045046108752267
2002-01-31,0.008894596781874027,0.014055471337821748
2002-02-01,0.005548458518171952,-0.005354515503716869
2002-02-04,0.01022088066254567,-0.026479604609615646
2002-02-05,0.013619445588679445,-0.0038931406319166802
2002-02-06,0.012853122252900267,-0.005559046823346781
2002-02-07,0.011343225251840854,-0.0032725385810733103
2002-02-08,0.010245888014515873,0.014989505138315413
2002-02-11,0.006683758549129674,0.014165748749639124
2002-02-12,0.00796105621169589,-0.004118514326690857
2002-02-13,0.00819550852611853,0.009607465029909694
2002-02-14,0.008185345623046977,-0.0016650258971516879
2002-02-15,0.009041448491633599,-0.010691532036277054
2002-02-19,0.010459047173715205,-0.019310490876463315
2002-02-20,0.0101618433568423,0.013689361024320144
2002-02-21,0.01068165764448571,-0.01532477502373841
2002-02-22,0.012412582435416089,0.007324622639116174
2002-02-25,0.008790106382165992,0.01854439689782476
2002-02-26,0.010671508653606575,-0.00045065345512570093
2002-02-27,0.010803896396347015,0.00046867536977434514
2002-02-28,0.010042095149618928,-0.0025443010585592704
2002-03-01,0.009590100931350504,0.0219268626384093
2002-03-04,0.008791439658751319,0.019308795802974125
2002-03-05,0.01060768133538145,-0.00606054556404965
2002-03-06,0.007869471265612011,0.013944086737345342
2002-03-07,0.010222517458141121,-0.004525655215207287
2002-03-08,0.010599721769791884,0.005814946541530248
2002-03-11,0.006338265300445761,0.0032930310180056027
2002-03-12,0.013592818218529961,-0.002340024468008965
